,antenna_aperture_tuner,battery_back_void_foam_pad,battery_pouch,bottom_mic,bottom_microphone_mesh_1,bottom_microphone_mesh_2,bottom_microphone_port_1,bottom_microphone_port_2,bottom_speaker_acoustic_chamber,bottom_speaker_dust_mesh,bottom_speaker_grille_slot_1,bottom_speaker_grille_slot_2,bottom_speaker_grille_slot_3,bottom_speaker_grille_slot_4,bottom_speaker_grille_slot_5,bottom_speaker_module,cellular_bottom_antenna_keepout,cellular_top_antenna_keepout,display_fpc_bend_keepout,display_fpc_connector,display_lcm,earpiece_gasket,earpiece_receiver,front_camera_black_mask_window,front_camera_module,front_camera_under_glass,glass_perimeter_cushion_bottom,glass_perimeter_cushion_left,glass_perimeter_cushion_right,glass_perimeter_cushion_top,handset_acoustic_mesh,handset_acoustic_slot,haptic_lra,main_pcb,orange_back_shell,orange_battery_left_rib,orange_battery_right_rib,orange_corner_rib_1,orange_corner_rib_1_leg,orange_corner_rib_2,orange_corner_rib_2_leg,orange_corner_rib_3,orange_corner_rib_3_leg,orange_corner_rib_4,orange_corner_rib_4_leg,orange_rear_camera_bezel_bottom,orange_rear_camera_bezel_left,orange_rear_camera_bezel_right,orange_rear_camera_bezel_top,orange_screw_boss_1,orange_screw_boss_10,orange_screw_boss_2,orange_screw_boss_3,orange_screw_boss_4,orange_screw_boss_5,orange_screw_boss_6,orange_screw_boss_7,orange_screw_boss_8,orange_screw_boss_9,orange_side_frame,orange_snap_hook_1,orange_snap_hook_2,orange_snap_hook_3,orange_snap_hook_4,orange_snap_hook_5,orange_snap_hook_6,orange_snap_hook_7,orange_snap_hook_8,orange_usb_reinforcement_saddle,pmic_shield_can,power_button_cap,power_button_elastomer_gasket,power_button_labyrinth_lower_rail,power_button_labyrinth_upper_rail,radio_shield_can,rear_camera_cover_adhesive_bottom,rear_camera_cover_adhesive_left,rear_camera_cover_adhesive_right,rear_camera_cover_adhesive_top,rear_camera_cover_glass,rear_camera_lens_window,rear_camera_light_baffle_bottom,rear_camera_light_baffle_top,rear_camera_module,rear_camera_shell_aperture,rear_flash_camera_septum,rear_flash_led,rear_flash_led_window,screen_adhesive_bottom,screen_adhesive_left,screen_adhesive_right,screen_adhesive_top,screen_cover_glass,service_label_recess,sim_tray_keepout,sim_tray_outline,soc_shield_can,split_interconnect_bottom_connector,split_interconnect_bottom_flex_tail,split_interconnect_side_flex,split_interconnect_top_connector,split_interconnect_top_flex_tail,top_mic,top_microphone_mesh,top_microphone_port,usb_c_external_aperture,usb_c_internal_drain_shelf,usb_c_molded_drip_break_lip,usb_c_perimeter_gasket_bottom,usb_c_perimeter_gasket_left,usb_c_perimeter_gasket_right,usb_c_perimeter_gasket_top,usb_c_receptacle,volume_button_cap,volume_button_elastomer_gasket,volume_button_labyrinth_lower_rail,volume_button_labyrinth_upper_rail,wifi_bt_side_antenna_keepout
earpiece_receiver,132.6,32.8,29.3,133.075,142.34,142.34,142.52,142.52,123.1,142.32,142.515,142.515,142.515,142.515,142.515,124.1,134.2,0.0,6.0,9.2,6.715,1.275,0.0,10.5,9.75,11.3,140.685,31.55,31.55,3.085,3.62,4.055,103.8,1.45,4.9,23.8,23.8,23.0,23.0,23.0,23.0,123.8,123.8,123.8,123.8,13.3,8.7,20.3,8.7,20.9,25.7,20.9,121.7,121.7,43.7,43.7,83.7,83.7,25.7,3.85,30.45,39.3,87.3,115.3,30.45,39.3,87.3,115.3,133.2,5.8,39.8,39.3,51.95,38.85,7.0,12.655,9.895,19.655,9.95,10.4,11.6,11.675,10.85,10.0,9.7,8.9,7.9,7.6,140.685,31.55,31.55,3.16,3.4,113.1,72.8,74.8,2.8,117.1,117.3,29.3,27.1,27.3,10.25,11.3,11.5,142.505,139.8,141.955,142.055,142.055,142.055,142.055,134.6,41.3,40.8,62.45,40.35,20.3
front_camera_black_mask_window,132.1,32.3,28.8,132.575,141.84,141.84,142.02,142.02,122.6,141.82,142.015,142.015,142.015,142.015,142.015,123.6,133.7,6.31,28.5,30.0,6.215,7.5,10.5,0.0,3.61,0.0,140.185,16.05,54.05,4.585,7.75,8.5,103.3,7.91,11.36,23.3,45.125,9.36,9.36,45.5,45.5,123.3,123.3,123.3,123.3,31.2,31.2,42.8,31.2,9.16,43.4,43.4,121.2,121.2,43.2,43.4,83.2,83.2,25.2,5.35,14.95,38.8,86.8,114.8,52.95,52.95,86.8,114.8,132.7,23.5,55.05,54.6,54.275,54.275,6.51,32.45,32.395,42.155,32.45,32.9,34.1,33.35,33.35,32.5,32.2,31.4,30.4,30.1,140.185,16.05,54.05,4.585,0.0,112.6,72.3,74.3,6.51,116.6,116.8,49.8,30.5,38.5,32.75,33.8,34.0,142.005,139.3,141.455,141.555,141.555,141.555,141.555,134.1,40.8,40.3,61.95,39.85,20.5
front_camera_module,131.35,31.55,28.05,131.825,141.09,141.09,141.27,141.27,121.85,141.07,141.265,141.265,141.265,141.265,141.265,122.85,132.95,0.0,27.75,29.25,5.465,6.75,9.75,3.61,0.0,3.625,139.435,15.3,53.3,3.835,7.0,7.75,102.55,1.1,4.55,22.55,44.375,6.75,6.75,44.75,44.75,122.55,122.55,122.55,122.55,30.45,30.45,42.05,30.45,4.65,42.65,42.65,120.45,120.45,42.45,42.65,82.45,82.45,24.45,4.6,14.2,38.05,86.05,114.05,52.2,52.2,86.05,114.05,131.95,22.75,54.3,53.85,53.525,53.525,4.55,31.7,31.645,41.405,31.7,32.15,33.35,32.6,32.6,31.75,31.45,30.65,29.65,29.35,139.435,15.3,53.3,3.835,3.05,111.85,71.55,73.55,1.55,115.85,116.05,49.05,29.75,37.75,32.0,33.05,33.25,141.255,138.55,140.705,140.805,140.805,140.805,140.805,133.35,40.05,39.55,61.2,39.1,19.75
front_camera_under_glass,132.9,33.1,29.6,133.375,142.64,142.64,142.82,142.82,123.4,142.62,142.815,142.815,142.815,142.815,142.815,124.4,134.5,6.325,29.3,30.8,7.015,8.3,11.3,0.0,3.625,0.0,140.985,16.85,54.85,5.385,8.55,9.3,104.1,7.925,11.375,24.1,45.925,9.375,9.375,46.3,46.3,124.1,124.1,124.1,124.1,32.0,32.0,43.6,32.0,9.175,44.2,44.2,122.0,122.0,44.0,44.2,84.0,84.0,26.0,6.15,15.75,39.6,87.6,115.6,53.75,53.75,87.6,115.6,133.5,24.3,55.85,55.4,55.075,55.075,6.525,33.25,33.195,42.955,33.25,33.7,34.9,34.15,34.15,33.3,33.0,32.2,31.2,30.9,140.985,16.85,54.85,5.385,0.0,113.4,73.1,75.1,6.525,117.4,117.6,50.6,31.3,39.3,33.55,34.6,34.8,142.805,140.1,142.255,142.355,142.355,142.355,142.355,134.9,41.6,41.1,62.75,40.65,21.3
glass_perimeter_cushion_bottom,6.4,27.885,24.385,5.85,5.7,5.7,5.9,5.9,8.05,4.0,4.4,4.4,4.4,4.4,4.4,5.65,5.15,143.285,131.385,128.285,4.8,143.085,140.685,140.185,139.435,140.985,0.0,6.5,6.5,149.77,144.025,143.585,24.885,8.885,10.2,18.885,18.885,132.885,132.885,132.885,132.885,15.985,9.885,15.985,9.885,126.385,127.385,127.385,137.985,130.785,110.785,130.785,14.785,14.785,92.785,92.785,52.785,52.785,110.785,0.0,124.385,96.385,48.385,20.385,124.385,96.385,48.385,20.385,6.95,124.885,88.885,88.385,87.935,101.035,114.885,127.58,128.085,128.085,137.34,128.085,129.285,128.66,136.36,127.685,127.385,128.535,132.185,131.885,0.11,6.5,6.5,149.77,0.35,18.585,45.885,47.885,121.885,21.185,21.385,23.385,111.185,111.385,142.16,151.425,151.605,4.7,8.71,8.795,8.445,4.35,4.35,4.205,5.025,78.385,77.885,77.435,99.535,115.385
glass_perimeter_cushion_left,9.55,10.07,5.55,17.8,14.85,19.85,15.05,20.05,47.65,47.05,48.45,51.45,54.45,57.45,60.45,48.55,6.55,6.55,49.55,51.05,2.2,28.55,31.55,16.05,15.3,16.85,6.5,0.0,75.1,6.5,28.8,29.55,70.05,6.75,10.2,8.175,66.175,8.2,8.2,66.55,66.55,8.2,8.2,66.55,66.55,52.25,52.25,63.85,52.25,8.0,64.45,64.45,8.0,64.45,8.0,64.45,8.0,64.45,8.0,0.0,5.35,5.35,5.35,5.35,74.0,74.0,74.0,74.0,28.55,44.55,76.1,75.65,75.325,75.325,6.55,53.5,53.445,63.205,53.5,53.95,55.15,54.4,54.4,53.55,53.25,52.45,51.45,51.15,6.5,0.11,75.1,6.5,0.35,21.55,62.1,76.0,21.55,51.55,59.55,70.85,51.55,59.55,53.8,54.85,55.05,32.45,31.15,30.95,31.85,31.955,42.795,31.85,33.08,4.9,4.675,4.525,4.525,41.55
glass_perimeter_cushion_right,63.55,10.07,5.55,53.8,58.85,53.85,59.05,54.05,9.45,12.05,25.45,22.45,19.45,16.45,13.45,11.55,6.55,6.55,4.6,5.475,2.2,28.55,31.55,54.05,53.3,54.85,6.5,75.1,0.0,6.5,28.8,29.55,7.0,6.75,10.2,66.175,8.175,66.55,66.55,8.2,8.2,66.55,66.55,8.2,8.2,11.26,21.85,11.26,11.26,64.45,8.0,8.0,64.45,8.0,64.45,8.0,64.45,8.0,64.45,0.0,74.0,74.0,74.0,74.0,5.35,5.35,5.35,5.35,28.55,19.55,4.9,4.675,4.525,4.525,50.55,11.5,21.205,11.445,11.5,11.95,13.15,12.4,12.4,11.55,11.375,22.05,22.65,22.35,6.5,75.1,0.11,6.5,0.35,21.55,4.85,3.85,35.55,7.55,6.81,6.81,7.55,6.81,17.8,18.85,19.05,32.45,31.15,30.95,31.85,42.795,31.955,31.85,33.08,76.1,75.65,75.325,75.325,5.15
glass_perimeter_cushion_top,141.685,41.885,38.385,142.16,151.425,151.425,151.605,151.605,132.185,151.405,151.6,151.6,151.6,151.6,151.6,133.185,143.285,5.15,8.385,18.285,15.8,4.685,3.085,4.585,3.835,5.385,149.77,6.5,6.5,0.0,5.625,5.185,112.885,8.885,10.2,32.885,32.885,15.985,9.885,15.985,9.885,132.885,132.885,132.885,132.885,22.385,11.785,11.785,11.26,14.785,34.785,14.785,130.785,130.785,52.785,52.785,92.785,92.785,34.785,0.0,20.385,48.385,96.385,124.385,20.385,48.385,96.385,124.385,142.285,14.885,48.885,48.385,61.035,47.935,14.885,21.74,12.485,12.485,11.98,12.485,13.685,20.76,13.06,12.085,11.785,12.935,16.585,16.285,149.77,6.5,6.5,0.11,0.35,122.185,81.885,83.885,11.885,126.185,126.385,38.385,36.185,36.385,5.85,5.7,5.9,151.59,148.885,151.04,151.14,151.14,151.14,151.14,143.685,50.385,49.885,71.535,49.435,29.385
handset_acoustic_mesh,135.94,36.14,32.64,136.415,145.68,145.68,145.86,145.86,126.44,145.66,145.855,145.855,145.855,145.855,145.855,127.44,137.54,5.97,5.42,12.54,10.055,1.795,3.62,7.75,7.0,8.55,144.025,28.8,28.8,5.625,0.0,0.035,107.14,7.57,11.02,27.14,27.14,20.25,20.25,20.25,20.25,127.14,127.14,127.14,127.14,16.64,12.08,17.55,12.08,18.15,29.04,18.15,125.04,125.04,47.04,47.04,87.04,87.04,29.04,6.39,27.7,42.64,90.64,118.64,27.7,42.64,90.64,118.64,136.54,9.14,43.14,42.64,55.29,42.19,9.14,15.995,11.51,16.905,11.51,11.67,11.67,15.015,11.595,7.25,12.195,8.52,10.84,11.72,144.025,28.8,28.8,5.625,0.0,116.44,76.14,78.14,6.17,120.44,120.64,32.64,30.44,30.64,7.5,8.55,8.75,145.845,143.14,145.295,145.395,145.395,145.395,145.395,137.94,44.64,44.14,65.79,43.69,23.64
handset_acoustic_slot,135.5,35.7,32.2,135.975,145.24,145.24,145.42,145.42,126.0,145.22,145.415,145.415,145.415,145.415,145.415,127.0,137.1,6.405,5.855,12.1,9.615,2.23,4.055,8.5,7.75,9.3,143.585,29.55,29.55,5.185,0.035,0.0,106.7,8.005,11.455,26.7,26.7,21.0,21.0,21.0,21.0,126.7,126.7,126.7,126.7,16.2,12.515,18.3,12.515,18.9,28.6,18.9,124.6,124.6,46.6,46.6,86.6,86.6,28.6,5.95,28.45,42.2,90.2,118.2,28.45,42.2,90.2,118.2,136.1,8.7,42.7,42.2,54.85,41.75,8.7,15.555,11.945,17.655,11.945,12.105,12.105,14.575,12.03,8.0,12.63,8.955,10.605,12.155,143.585,29.55,29.55,5.185,0.0,116.0,75.7,77.7,6.605,120.0,120.2,32.2,30.0,30.2,8.25,9.3,9.5,145.405,142.7,144.855,144.955,144.955,144.955,144.955,137.5,44.2,43.7,65.35,43.25,23.2
haptic_lra,58.5,2.5,0.5,48.75,53.8,48.8,54.0,49.0,7.3,26.52,26.715,26.715,26.715,26.715,26.715,8.3,18.4,106.4,94.5,91.4,3.1,106.2,103.8,103.3,102.55,104.1,24.885,70.05,7.0,112.885,107.14,106.7,0.0,1.118,0.7,61.125,3.125,96.0,96.0,96.0,96.0,61.5,61.5,8.0,8.0,89.5,90.5,90.5,101.1,93.9,73.9,93.9,59.4,5.9,59.4,55.9,59.4,15.9,73.9,0.0,87.5,68.95,68.95,68.95,87.5,59.5,11.5,0.25,23.5,88.0,52.0,51.5,51.05,64.15,78.0,90.695,91.2,91.2,100.455,91.2,92.4,91.775,99.475,90.8,90.5,91.65,95.3,95.0,24.885,70.05,7.36,112.885,7.6,16.5,9.0,11.0,85.0,2.5,1.5,0.01,74.3,74.5,105.275,114.54,114.72,27.4,26.1,26.155,26.8,37.745,26.905,26.8,28.03,71.05,70.6,70.275,70.275,78.5
main_pcb,0.8,2.52,0.5,1.275,10.54,10.54,10.72,10.72,0.5,10.52,10.715,10.715,10.715,10.715,10.715,0.0,2.4,2.4,1.85,0.125,2.85,5.225,1.45,7.91,1.1,7.925,8.885,6.75,6.75,8.885,7.57,8.005,1.118,0.0,2.65,0.0,0.0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,3.71,3.71,3.71,3.71,0.45,0.45,0.45,0.45,0.45,14.9068,14.9068,28.9035,28.9035,0.45,5.85,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,1.4,0.2,6.55,6.1,5.775,5.775,0.2,3.14,3.14,3.14,3.14,3.3,3.3,3.225,3.225,0.0,3.825,0.15,1.8,3.35,8.885,7.11,7.11,8.885,7.35,3.805,22.0,6.45,0.2,0.0,0.0,1.3,0.0,0.0,1.275,10.54,10.72,10.705,8.0,10.155,10.255,10.255,10.255,10.255,2.8,6.55,6.1,5.775,5.775,0.0
orange_back_shell,3.3,0.0,0.55,3.35,3.1,3.1,3.3,3.3,0.0,1.4,1.8,1.8,1.8,1.8,1.8,1.05,3.05,3.05,5.3,3.575,6.3,8.675,4.9,11.36,4.55,11.375,10.2,10.2,10.2,10.2,11.02,11.455,0.7,2.65,0.0,1.45,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,1.25,3.65,4.2,3.975,3.825,3.825,3.65,0.195,0.195,0.195,0.195,0.7,1.9,1.15,1.15,0.5,0.0,0.0,0.15,0.0,10.56,10.56,10.56,10.56,10.8,0.0,3.35,2.35,3.65,3.45,3.21,3.21,3.45,3.21,3.35,3.1,3.3,1.9,1.21,0.955,1.405,1.55,1.55,5.645,1.925,4.2,3.975,3.825,3.825,3.05
orange_battery_left_rib,10.8,1.32,0.0,11.275,20.54,20.54,20.72,20.72,38.725,38.125,39.525,42.525,45.525,48.525,51.525,39.625,12.4,26.4,40.625,42.125,3.45,26.2,23.8,23.3,22.55,24.1,18.885,8.175,66.175,32.885,27.14,26.7,61.125,0.0,1.45,0.0,57.25,16.0,16.0,57.625,57.625,2.0,2.0,57.625,57.625,43.325,43.325,54.925,43.325,13.9,55.525,55.525,0.0,55.525,0.0,55.525,0.0,55.525,0.0,8.475,7.5,7.075,7.075,7.075,65.075,65.075,65.075,65.075,19.625,35.625,67.175,66.725,66.4,66.4,0.8,44.575,44.52,54.28,44.575,45.025,46.225,45.475,45.475,44.625,44.325,43.525,42.525,42.225,18.885,8.175,66.175,32.885,7.95,12.625,53.175,67.075,12.625,42.625,50.625,61.925,42.625,50.625,44.875,45.925,46.125,23.525,22.225,22.025,22.925,23.03,33.87,22.925,24.155,9.175,8.725,8.4,8.4,32.625
orange_battery_right_rib,54.625,1.32,0.0,44.875,49.925,44.925,50.125,45.125,1.3,20.52,20.715,20.715,20.715,20.715,20.715,2.625,12.4,26.4,14.5,11.4,3.45,26.2,23.8,45.125,44.375,45.925,18.885,66.175,8.175,32.885,27.14,26.7,3.125,0.0,1.45,57.25,0.0,57.625,57.625,16.0,16.0,57.625,57.625,2.0,2.0,9.5,12.925,10.5,21.1,55.525,0.0,13.9,55.525,0.0,55.525,0.0,55.525,0.0,55.525,8.475,65.075,65.075,65.075,65.075,7.5,7.075,7.075,7.075,19.625,10.625,9.175,8.725,8.4,8.4,41.625,10.695,12.28,11.2,20.455,11.2,12.4,11.775,19.475,10.8,10.5,13.125,15.3,15.0,18.885,66.175,8.175,32.885,7.95,12.625,0.5,9.075,26.625,0.6,0.36,3.925,0.6,0.36,25.275,34.54,34.72,23.525,22.225,22.025,22.925,33.87,23.03,22.925,24.155,67.175,66.725,66.4,66.4,0.2
orange_corner_rib_1,124.8,25.0,21.5,125.275,134.54,134.54,134.72,134.72,115.3,134.52,134.715,134.715,134.715,134.715,134.715,116.3,126.4,9.5,41.0,42.5,4.3,20.0,23.0,9.36,6.75,9.375,132.885,8.2,66.55,15.985,20.25,21.0,96.0,0.65,0.0,16.0,57.625,0.0,0.0,58.0,58.0,116.0,116.0,116.0,116.0,43.7,43.7,55.3,43.7,0.0,55.9,55.9,113.9,113.9,35.9,55.9,75.9,75.9,17.9,1.85,3.5,31.5,79.5,107.5,65.45,65.45,79.5,107.5,125.4,36.0,67.55,67.1,66.775,66.775,1.65,44.95,44.895,54.655,44.95,45.4,46.6,45.85,45.85,45.0,44.7,43.9,42.9,42.6,132.885,8.56,66.55,15.985,8.8,105.3,65.0,67.45,13.0,109.3,109.5,62.3,43.0,51.0,45.25,46.3,46.5,134.705,132.0,134.155,134.255,134.255,134.255,134.255,126.8,33.5,33.0,54.65,32.55,33.0
orange_corner_rib_1_leg,124.8,25.0,21.5,125.275,134.54,134.54,134.72,134.72,115.3,134.52,134.715,134.715,134.715,134.715,134.715,116.3,126.4,3.4,41.0,42.5,4.3,20.0,23.0,9.36,6.75,9.375,132.885,8.2,66.55,9.885,20.25,21.0,96.0,0.65,0.0,16.0,57.625,0.0,0.0,58.0,58.0,116.0,116.0,116.0,116.0,43.7,43.7,55.3,43.7,0.0,55.9,55.9,113.9,113.9,35.9,55.9,75.9,75.9,17.9,7.95,6.55,31.5,79.5,107.5,65.45,65.45,79.5,107.5,125.4,36.0,67.55,67.1,66.775,66.775,1.65,44.95,44.895,54.655,44.95,45.4,46.6,45.85,45.85,45.0,44.7,43.9,42.9,42.6,132.885,8.56,66.55,9.885,8.8,105.3,65.0,67.45,13.0,109.3,109.5,62.3,43.0,51.0,45.25,46.3,46.5,134.705,132.0,134.155,134.255,134.255,134.255,134.255,126.8,33.5,33.0,54.65,32.55,33.0
orange_corner_rib_2,124.8,25.0,21.5,125.275,134.54,134.54,134.72,134.72,115.3,134.52,134.715,134.715,134.715,134.715,134.715,116.3,126.4,9.5,3.3,1.575,4.3,20.0,23.0,45.5,44.75,46.3,132.885,66.55,8.2,15.985,20.25,21.0,96.0,0.65,0.0,57.625,16.0,58.0,58.0,0.0,0.0,116.0,116.0,116.0,116.0,5.5,13.3,1.7,4.2,55.9,17.9,0.0,113.9,113.9,55.9,35.9,75.9,75.9,55.9,1.85,65.45,65.45,79.5,107.5,3.5,31.5,79.5,107.5,125.4,11.0,32.0,31.5,44.15,31.05,42.0,4.855,12.655,2.895,3.555,3.4,4.6,3.875,3.85,3.0,2.7,13.5,14.1,13.8,132.885,66.55,8.56,15.985,8.8,105.3,65.0,67.0,27.0,109.3,109.5,21.5,19.3,19.5,9.25,17.64,17.82,134.705,132.0,134.155,134.255,134.255,134.255,134.255,126.8,67.55,67.1,66.775,66.775,12.5
orange_corner_rib_2_leg,124.8,25.0,21.5,125.275,134.54,134.54,134.72,134.72,115.3,134.52,134.715,134.715,134.715,134.715,134.715,116.3,126.4,3.4,3.3,1.575,4.3,20.0,23.0,45.5,44.75,46.3,132.885,66.55,8.2,9.885,20.25,21.0,96.0,0.65,0.0,57.625,16.0,58.0,58.0,0.0,0.0,116.0,116.0,116.0,116.0,5.5,13.3,1.7,1.7,55.9,17.9,0.0,113.9,113.9,55.9,35.9,75.9,75.9,55.9,7.95,65.45,65.45,79.5,107.5,6.55,31.5,79.5,107.5,125.4,11.0,32.0,31.5,44.15,31.05,42.0,4.855,12.655,2.895,2.95,3.4,4.6,3.875,3.85,3.0,2.7,13.5,14.1,13.8,132.885,66.55,8.56,9.885,8.8,105.3,65.0,67.0,27.0,109.3,109.5,21.5,19.3,19.5,9.25,11.54,11.72,134.705,132.0,134.155,134.255,134.255,134.255,134.255,126.8,67.55,67.1,66.775,66.775,12.5
orange_corner_rib_3,7.9,11.0,7.5,9.25,17.64,17.64,17.82,17.82,39.1,38.5,39.9,42.9,45.9,48.9,51.9,40.0,9.5,126.4,114.5,111.4,4.3,126.2,123.8,123.3,122.55,124.1,15.985,8.2,66.55,132.885,127.14,126.7,61.5,0.65,0.0,2.0,57.625,116.0,116.0,116.0,116.0,0.0,0.0,58.0,58.0,109.5,110.5,110.5,121.1,113.9,93.9,113.9,0.0,55.9,75.9,75.9,35.9,55.9,93.9,1.85,107.5,79.5,31.5,3.5,107.5,79.5,65.45,65.45,20.0,108.0,72.0,71.5,71.05,84.15,98.0,110.695,111.2,111.2,120.455,111.2,112.4,111.775,119.475,110.8,110.5,111.65,115.3,115.0,15.985,8.56,66.55,132.885,8.8,13.0,53.55,67.45,105.0,43.0,51.0,62.3,94.3,94.5,125.275,134.54,134.72,23.9,22.6,22.4,23.3,23.405,34.245,23.3,24.53,61.5,61.0,60.55,82.65,98.5
orange_corner_rib_3_leg,1.8,11.0,7.5,9.25,11.54,11.54,11.72,11.72,39.1,38.5,39.9,42.9,45.9,48.9,51.9,40.0,3.4,126.4,114.5,111.4,4.3,126.2,123.8,123.3,122.55,124.1,9.885,8.2,66.55,132.885,127.14,126.7,61.5,0.65,0.0,2.0,57.625,116.0,116.0,116.0,116.0,0.0,0.0,58.0,58.0,109.5,110.5,110.5,121.1,113.9,93.9,113.9,0.0,55.9,75.9,75.9,35.9,55.9,93.9,7.95,107.5,79.5,31.5,6.55,107.5,79.5,65.45,65.45,20.0,108.0,72.0,71.5,71.05,84.15,98.0,110.695,111.2,111.2,120.455,111.2,112.4,111.775,119.475,110.8,110.5,111.65,115.3,115.0,9.885,8.56,66.55,132.885,8.8,13.0,53.55,67.45,105.0,43.0,51.0,62.3,94.3,94.5,125.275,134.54,134.72,23.9,22.6,22.4,23.3,23.405,34.245,23.3,24.53,61.5,61.0,60.55,82.65,98.5
orange_corner_rib_4,55.0,11.0,7.5,45.25,50.3,45.3,50.5,45.5,0.9,17.62,17.815,17.815,17.815,17.815,17.815,3.0,9.5,126.4,114.5,111.4,4.3,126.2,123.8,123.3,122.55,124.1,15.985,66.55,8.2,132.885,127.14,126.7,8.0,0.65,0.0,57.625,2.0,116.0,116.0,116.0,116.0,58.0,58.0,0.0,0.0,109.5,110.5,110.5,121.1,113.9,93.9,113.9,55.9,0.0,75.9,75.9,55.9,35.9,93.9,1.85,107.5,79.5,65.45,65.45,107.5,79.5,31.5,3.5,20.0,108.0,72.0,71.5,71.05,84.15,98.0,110.695,111.2,111.2,120.455,111.2,112.4,111.775,119.475,110.8,110.5,111.65,115.3,115.0,15.985,66.55,8.56,132.885,8.8,13.0,29.0,31.0,105.0,4.3,4.5,6.5,94.3,94.5,125.275,134.54,134.72,23.9,22.6,22.4,23.3,34.245,23.405,23.3,24.53,67.55,67.1,66.775,82.65,98.5
orange_corner_rib_4_leg,55.0,11.0,7.5,45.25,50.3,45.3,50.5,45.5,0.9,11.52,16.9,13.9,11.715,11.715,11.715,3.0,3.4,126.4,114.5,111.4,4.3,126.2,123.8,123.3,122.55,124.1,9.885,66.55,8.2,132.885,127.14,126.7,8.0,0.65,0.0,57.625,2.0,116.0,116.0,116.0,116.0,58.0,58.0,0.0,0.0,109.5,110.5,110.5,121.1,113.9,93.9,113.9,55.9,0.0,75.9,75.9,55.9,35.9,93.9,7.95,107.5,79.5,65.45,65.45,107.5,79.5,31.5,6.55,20.0,108.0,72.0,71.5,71.05,84.15,98.0,110.695,111.2,111.2,120.455,111.2,112.4,111.775,119.475,110.8,110.5,111.65,115.3,115.0,9.885,66.55,8.56,132.885,8.8,13.0,29.0,31.0,105.0,4.3,4.5,6.5,94.3,94.5,125.275,134.54,134.72,23.9,22.6,22.4,23.3,34.245,23.405,23.3,24.53,67.55,67.1,66.775,82.65,98.5
orange_rear_camera_bezel_bottom,118.3,18.5,15.0,118.775,128.04,128.04,128.22,128.22,108.8,128.02,128.215,128.215,128.215,128.215,128.215,109.8,119.9,15.9,6.36,4.635,7.36,15.7,13.3,31.2,30.45,32.0,126.385,52.25,11.26,22.385,16.64,16.2,89.5,3.71,0.0,43.325,9.5,43.7,43.7,5.5,5.5,109.5,109.5,109.5,109.5,0.0,0.0,0.0,10.6,41.6,11.4,3.4,107.4,107.4,41.6,29.4,69.4,69.4,41.6,10.55,51.15,51.15,73.0,101.0,9.15,25.0,73.0,101.0,118.9,4.71,25.5,25.0,37.65,24.55,27.7,0.454,0.8112,0.8112,9.955,0.7,1.9,1.275,8.975,1.46,0.0,1.15,4.8,4.5,126.385,52.25,11.62,22.385,11.86,98.8,58.5,60.5,12.7,102.8,103.0,15.0,12.8,13.0,14.775,24.04,24.22,128.205,125.5,127.655,127.755,127.755,127.755,127.755,120.3,53.25,52.8,52.475,52.475,6.0
orange_rear_camera_bezel_left,119.3,19.5,16.0,119.775,129.04,129.04,129.22,129.22,109.8,129.02,129.215,129.215,129.215,129.215,129.215,110.8,120.9,5.3,6.36,4.635,7.36,9.735,8.7,31.2,30.45,32.0,127.385,52.25,21.85,11.785,12.08,12.515,90.5,3.71,0.0,43.325,12.925,43.7,43.7,13.3,13.3,110.5,110.5,110.5,110.5,0.0,0.0,10.6,0.0,41.6,12.4,11.2,108.4,108.4,41.6,30.4,70.4,70.4,41.6,12.55,51.15,51.15,74.0,102.0,20.75,26.0,74.0,102.0,119.9,4.71,26.5,26.0,38.65,25.55,27.7,0.4802,0.454,9.955,0.4802,0.7,1.9,1.15,1.15,1.46,0.0,1.01,1.21,0.0,127.385,52.25,21.85,11.785,11.86,99.8,59.5,61.5,12.7,103.8,104.0,17.6,13.8,14.0,4.41,13.44,13.62,129.205,126.5,128.655,128.755,128.755,128.755,128.755,121.3,53.25,52.8,52.475,52.475,7.0
